SpatialDimValueCode,Period,FactValueNumeric_alcohol,FactValueNumeric
UGA,2008,10.01,16.07
ZWE,2008,1.94,31.7
FSM,2008,1.87,27.0
MEX,2007,4.65,4.3
NIC,2007,3.64,5.4
UZB,2007,3.74,9.25
ARM,2007,3.94,5.02
MKD,2007,3.88,8.07
CRI,2007,4.31,5.64
CUB,2007,4.33,9.92
PHL,2007,4.41,2.19
CPV,2007,4.58,18.15
COL,2007,4.57,4.25
PAN,2007,5.46,5.15
PER,2007,4.64,2.82
LAO,2007,4.66,7.35
SUR,2007,4.72,27.01
KAZ,2007,4.77,37.21
BIH,2007,4.94,9.36
ALB,2007,4.97,8.05
BDI,2007,5.14,16.48
CMR,2007,5.2,20.4
GUY,2007,5.42,35.06
HTI,2007,3.5,12.58
NAM,2007,3.56,23.74
COD,2007,2.14,13.42
ECU,2007,3.49,10.54
LSO,2007,2.73,61.27
BFA,2007,5.57,15.89
LKA,2007,2.12,20.08
GTM,2007,2.23,10.36
TKM,2007,2.29,13.6
ISR,2007,2.44,5.17
FJI,2007,2.54,10.05
ZMB,2007,2.57,19.84
SLV,2007,2.68,8.48
GMB,2007,2.93,11.23
GNB,2007,3.4,15.46
JAM,2007,2.87,1.85
CIV,2007,3.0,20.26
COG,2007,3.03,16.59
HND,2007,2.96,2.92
WSM,2007,3.06,15.1
BOL,2007,3.2,7.17
PRK,2007,3.18,8.93
CHN,2007,3.26,11.1
LBR,2007,3.29,8.73
STP,2007,5.52,2.42
ISL,2007,7.31,13.49
DOM,2007,5.88,5.69
BRB,2007,8.71,1.26
MLT,2007,7.71,4.58
CAN,2007,8.24,9.86
GNQ,2007,8.22,14.18
UKR,2007,8.32,26.37
ATG,2007,8.43,0.33
GAB,2007,8.57,16.0
GRD,2007,8.61,1.89
VEN,2007,8.56,4.04
THA,2007,7.37,7.74
USA,2007,8.71,11.19
GRC,2007,8.88,2.45
SYC,2007,8.91,7.55
KOR,2007,9.06,23.24
NZL,2007,9.35,11.72
SRB,2007,9.42,14.43
NLD,2007,9.51,7.06
CYP,2007,9.62,2.82
GHA,2007,1.96,12.42
MNG,2007,7.54,23.0
ZAF,2007,7.35,27.42
TTO,2007,5.85,10.5
AGO,2007,6.66,15.02
NGA,2007,6.1,9.22
TZA,2007,6.08,10.43
URY,2007,6.11,15.79
KGZ,2007,6.2,13.75
PRY,2007,6.26,4.16
VCT,2007,6.29,8.25
ARG,2007,6.57,8.17
NOR,2007,6.61,10.55
BLZ,2007,6.75,6.69
BWA,2007,7.43,37.45
JPN,2007,6.8,19.14
MDA,2007,6.93,15.28
SWE,2007,6.94,11.9
BRA,2007,6.97,5.05
SWZ,2007,6.96,74.12
GEO,2007,6.97,5.18
MUS,2007,6.98,9.96
ITA,2007,7.09,4.7
CHL,2007,7.34,10.65
BHR,2007,2.14,8.72
MNE,2007,9.68,17.57
EST,2007,17.44,17.47
BRN,2007,0.7,2.21
DJI,2007,0.47,11.5
JOR,2007,0.5,2.37
KIR,2007,0.52,32.84
MYS,2007,0.47,5.33
MAR,2007,0.48,9.86
OMN,2007,0.52,6.52
MDG,2007,0.61,10.38
MLI,2007,0.57,8.74
TJK,2007,0.63,4.81
MMR,2007,0.72,4.23
DZA,2007,0.37,3.46
SLB,2007,0.72,18.06
SYR,2007,0.74,1.77
ETH,2007,0.77,14.52
MOZ,2007,0.76,21.76
AZE,2007,0.92,5.0
RWA,2007,0.91,13.67
VUT,2007,1.03,21.96
BEN,2007,1.08,14.34
SEN,2007,0.35,12.53
SLE,2007,0.18,11.67
KHM,2007,1.28,6.89
SOM,2007,0.0,15.85
BLR,2007,13.78,30.91
AFG,2007,0.024,7.42
BGD,2007,0.003,5.48
IRN,2007,0.022,5.98
KWT,2007,0.0,2.59
LBY,2007,0.008,5.11
MRT,2007,0.0,5.71
PAK,2007,0.034,10.73
SAU,2007,0.0,4.61
SDN,2007,0.0,5.23
NPL,2007,0.16,9.97
TLS,2007,0.043,3.68
YEM,2007,0.043,7.73
IDN,2007,0.064,3.15
IRQ,2007,0.12,5.02
NER,2007,0.1,10.25
BTN,2007,0.2,5.67
COM,2007,0.18,8.86
EGY,2007,0.2,3.51
GIN,2007,0.19,11.66
QAT,2007,1.12,7.15
TCD,2007,0.46,15.91
PNG,2007,1.34,3.33
BHS,2007,10.55,3.32
SVK,2007,10.76,11.73
GBR,2007,10.87,6.71
ROU,2007,11.11,9.44
ESP,2007,11.05,5.4
LVA,2007,11.17,17.0
HRV,2007,11.28,13.38
SVN,2007,11.41,17.02
UGA,2007,11.55,17.68
DEU,2007,11.57,8.94
PRT,2007,11.61,8.33
RUS,2007,11.75,36.26
LUX,2007,12.21,11.22
AUT,2007,12.33,12.16
HUN,2007,12.51,18.89
LCA,2007,12.5,7.15
FRA,2007,12.84,13.78
IRL,2007,13.06,10.76
LTU,2007,13.62,29.87
TUR,2007,1.31,2.6
DNK,2007,10.84,9.5
CZE,2007,13.69,11.25
AUS,2007,10.54,9.82
CAF,2007,1.75,27.7
TUN,2007,1.31,3.57
ERI,2007,1.42,20.83
LBN,2007,1.44,2.99
MDV,2007,1.41,3.57
TGO,2007,1.43,19.05
IND,2007,1.59,16.69
SGP,2007,1.61,9.37
VNM,2007,1.63,7.21
ARE,2007,1.67,6.82
TON,2007,1.29,4.8
KEN,2007,1.82,13.01
MWI,2007,1.94,15.37
ZWE,2007,1.9,27.23
BEL,2007,10.13,15.08
BGR,2007,10.21,8.57
FIN,2007,10.29,16.98
POL,2007,10.31,13.27
CHE,2007,10.33,13.99
FSM,2007,1.77,27.0
LAO,2006,4.18,7.58
PHL,2006,4.39,2.45
PER,2006,4.4,2.89
CUB,2006,4.39,10.63
NIC,2006,3.66,5.27
CRI,2006,4.24,8.43
MKD,2006,3.95,8.47
ARM,2006,3.99,5.36
COL,2006,4.55,4.3
CPV,2006,4.57,18.16
MEX,2006,4.89,4.25
SUR,2006,4.6,27.29
UZB,2006,4.6,9.59
ALB,2006,4.79,7.83
BIH,2006,4.77,8.77
CMR,2006,4.99,20.92
BDI,2006,5.15,17.53
PAN,2006,5.1,5.97
GUY,2006,5.47,34.96
NAM,2006,3.51,24.52
GNB,2006,3.6,15.49
BOL,2006,2.93,7.0
HTI,2006,3.51,12.12
SLV,2006,2.7,6.99
BHR,2006,2.14,7.83
LKA,2006,2.07,18.41
GTM,2006,2.27,13.31
FJI,2006,2.41,9.86
ISR,2006,2.39,5.47
TKM,2006,2.47,15.51
ZMB,2006,2.6,21.82
COG,2006,2.7,17.16
LSO,2006,2.69,55.36
LBR,2006,3.37,8.45
DOM,2006,5.8,5.61
CHN,2006,2.89,11.88
JAM,2006,2.93,1.63
CIV,2006,3.03,20.47
HND,2006,3.01,2.97
GMB,2006,3.07,11.37
WSM,2006,3.14,15.25
PRK,2006,3.19,8.95
ECU,2006,3.43,10.39
BFA,2006,5.7,15.94
POL,2006,9.73,14.49
KAZ,2006,5.82,37.23
GNQ,2006,8.49,14.41
MDA,2006,7.41,17.51
UKR,2006,7.45,25.6
CAN,2006,8.13,9.56
THA,2006,8.05,8.26
ATG,2006,8.33,0.44
BRB,2006,8.38,1.33
VEN,2006,8.44,4.29
GRD,2006,8.52,4.94
CHL,2006,7.43,9.72
GAB,2006,8.55,16.35
USA,2006,8.64,10.96
SRB,2006,8.82,15.0
GRC,2006,8.93,2.9
KOR,2006,8.97,20.78
NZL,2006,9.29,12.63
SYC,2006,9.32,8.11
CYP,2006,9.45,3.22
NLD,2006,9.51,8.08
MLT,2006,7.4,5.83
ZAF,2006,7.31,26.54
PRY,2006,5.82,4.6
MNG,2006,6.29,23.37
TTO,2006,5.77,10.69
VCT,2006,5.93,6.16
STP,2006,5.9,2.23
GEO,2006,5.95,5.34
ARG,2006,6.18,8.53
KGZ,2006,6.22,14.38
NGA,2006,6.18,9.16
URY,2006,6.17,13.79
AGO,2006,6.31,17.06
TZA,2006,6.35,10.26
ITA,2006,7.28,4.68
BLZ,2006,6.49,7.19
NOR,2006,6.48,11.65
SWE,2006,6.77,12.08
BRA,2006,6.89,4.9
JPN,2006,7.05,18.44
BWA,2006,7.07,40.94
SWZ,2006,7.14,64.93
MUS,2006,7.15,8.99
ISL,2006,7.26,11.26
ZWE,2006,2.02,21.97
COD,2006,2.04,13.89
EST,2006,17.31,16.82
ETH,2006,0.73,14.85
TCD,2006,0.45,15.58
DJI,2006,0.46,11.72
JOR,2006,0.48,2.56
MYS,2006,0.47,5.47
MAR,2006,0.46,9.87
KIR,2006,0.59,31.46
MDG,2006,0.62,10.61
MLI,2006,0.56,8.65
OMN,2006,0.55,6.45
MOZ,2006,0.73,21.62
BTN,2006,0.4,5.85
MMR,2006,0.67,4.44
SLB,2006,0.7,16.8
TJK,2006,0.7,4.74
AZE,2006,0.81,4.85
SYR,2006,0.76,1.75
BEN,2006,1.02,14.57
RWA,2006,0.97,14.31
VUT,2006,1.0,22.18
BRN,2006,0.53,2.43
DZA,2006,0.4,3.65
KHM,2006,1.2,6.9
SDN,2006,0.0,5.3
CZE,2006,13.69,11.47
BGD,2006,0.002,5.6
IRN,2006,0.018,5.68
KWT,2006,0.0,2.72
LBY,2006,0.006,4.48
MRT,2006,0.0,5.75
PAK,2006,0.033,11.0
SAU,2006,0.0,4.33
SOM,2006,0.0,16.16
YEM,2006,0.044,7.82
SEN,2006,0.35,13.03
IDN,2006,0.06,3.22
IRQ,2006,0.11,5.15
NER,2006,0.097,10.09
TLS,2006,0.14,3.9
COM,2006,0.24,9.06
EGY,2006,0.17,3.56
GIN,2006,0.2,11.07
NPL,2006,0.16,9.74
SLE,2006,0.16,11.67
QAT,2006,1.14,6.12
AFG,2006,0.02,7.56
MDV,2006,1.25,3.77
PRT,2006,11.78,7.93
LVA,2006,10.47,19.09
SVK,2006,10.57,12.23
HRV,2006,11.05,13.7
DNK,2006,11.04,11.2
GBR,2006,11.12,6.89
SVN,2006,11.49,20.97
RUS,2006,11.59,39.07
ESP,2006,11.61,5.57
AUS,2006,10.39,9.53
LUX,2006,12.31,12.77
AUT,2006,12.4,12.49
BLR,2006,12.65,34.76
HUN,2006,12.91,19.22
LCA,2006,12.91,7.68
FRA,2006,12.96,14.36
UGA,2006,13.03,20.15
LTU,2006,13.18,29.73
IRL,2006,13.36,10.22
BHS,2006,10.41,3.57
DEU,2006,11.66,9.25
MNE,2006,10.38,19.17
ARE,2006,1.62,6.92
CHE,2006,10.28,13.9
TUN,2006,1.3,3.65
ERI,2006,1.45,21.16
IND,2006,1.37,17.14
PNG,2006,1.37,3.19
TGO,2006,1.38,19.19
TON,2006,1.42,4.73
VNM,2006,1.45,7.04
LBN,2006,1.46,2.67
SGP,2006,1.55,9.9
TUR,2006,1.27,2.79
CAF,2006,1.7,28.14
KEN,2006,1.86,12.68
FIN,2006,10.19,18.25
BGR,2006,10.0,9.46
BEL,2006,9.97,16.58
ROU,2006,10.19,10.63
GHA,2006,1.91,12.35
FSM,2006,1.75,27.37
MWI,2006,1.83,14.83
COL,2005,4.42,4.33
LAO,2005,3.68,7.74
NIC,2005,3.65,6.07
MNG,2005,3.82,23.91
ARM,2005,3.89,3.81
MKD,2005,4.11,7.65
CRI,2005,4.19,6.69
CPV,2005,4.27,18.49
PER,2005,4.33,2.96
UZB,2005,4.27,10.22
SUR,2005,4.56,26.99
PHL,2005,4.45,2.36
ALB,2005,4.46,7.68
BIH,2005,4.49,8.95
CUB,2005,4.5,11.1
NAM,2005,3.56,24.69
CMR,2005,4.79,20.56
GEO,2005,4.81,5.45
PAN,2005,4.96,5.31
ZWE,2005,2.03,21.97
MEX,2005,5.13,4.35
PRY,2005,5.54,4.61
HTI,2005,3.53,11.99
LSO,2005,2.67,46.74
GUY,2005,5.62,35.58
FJI,2005,2.26,10.16
GTM,2005,2.27,14.16
COG,2005,2.43,17.36
ISR,2005,2.35,6.62
CHN,2005,2.57,12.83
TKM,2005,2.58,15.81
BOL,2005,2.68,7.41
SLV,2005,2.72,8.2
ZMB,2005,2.75,22.13
GNB,2005,3.54,15.61
CIV,2005,3.05,20.35
HND,2005,2.97,2.98
JAM,2005,2.98,1.6
PRK,2005,3.18,9.04
GMB,2005,3.19,11.44
WSM,2005,3.27,15.26
ECU,2005,3.45,10.3
LBR,2005,3.42,8.28
COD,2005,3.48,14.06
DOM,2005,5.59,5.59
SWZ,2005,7.09,60.09
TTO,2005,5.6,12.05
MDA,2005,7.63,17.06
ATG,2005,7.65,1.32
ITA,2005,7.88,4.81
CAN,2005,7.97,10.58
VEN,2005,8.02,4.77
BRB,2005,8.14,2.17
THA,2005,8.06,8.52
GAB,2005,8.16,15.66
GRD,2005,8.28,3.22
GNQ,2005,8.4,14.11
AGO,2005,5.72,16.26
SYC,2005,8.46,8.43
USA,2005,8.55,10.69
GRC,2005,8.85,2.87
KOR,2005,9.01,23.97
NZL,2005,9.28,12.52
POL,2005,9.34,15.22
NLD,2005,9.55,8.26
LVA,2005,9.67,22.07
CYP,2005,9.85,2.34
ZAF,2005,7.23,27.46
MUS,2005,7.24,8.65
JPN,2005,7.15,18.81
ARG,2005,5.73,8.54
BFA,2005,5.67,15.87
VCT,2005,5.72,9.76
TZA,2005,5.89,10.3
URY,2005,6.06,13.26
BLZ,2005,6.17,7.09
KGZ,2005,6.18,14.55
NGA,2005,6.23,9.21
STP,2005,6.29,2.12
NOR,2005,6.35,11.44
BWA,2005,6.58,43.43
KAZ,2005,6.58,38.59
SWE,2005,6.62,12.69
BRA,2005,6.82,4.96
MLT,2005,6.9,4.37
UKR,2005,6.91,28.27
ISL,2005,6.99,10.81
CHL,2005,7.07,9.49
BHR,2005,2.13,9.62
BDI,2005,5.14,17.94
GHA,2005,2.05,12.16
AZE,2005,0.72,4.69
DJI,2005,0.46,12.02
JOR,2005,0.47,2.75
MYS,2005,0.5,5.65
MAR,2005,0.46,10.05
KIR,2005,0.57,32.52
MDG,2005,0.64,10.68
MLI,2005,0.55,8.75
MMR,2005,0.63,4.49
OMN,2005,0.57,6.16
BTN,2005,0.67,5.99
DZA,2005,0.44,3.82
ETH,2005,0.69,15.34
MOZ,2005,0.73,21.43
SLB,2005,0.72,16.79
SYR,2005,0.79,1.78
TJK,2005,0.75,4.71
ERI,2005,0.89,20.95
RWA,2005,0.97,14.97
VUT,2005,1.0,21.42
BEN,2005,1.06,14.69
TCD,2005,0.43,15.64
SEN,2005,0.35,13.26
IND,2005,1.24,17.01
SDN,2005,0.0,5.39
AFG,2005,0.021,7.64
BGD,2005,0.002,5.57
IRN,2005,0.013,5.97
KWT,2005,0.0,2.7
LBY,2005,0.026,4.58
MRT,2005,0.0,5.73
PAK,2005,0.028,10.97
SAU,2005,0.0,4.11
SOM,2005,0.0,16.61
YEM,2005,0.046,7.97
GIN,2005,0.25,10.41
IDN,2005,0.058,3.33
IRQ,2005,0.096,5.13
NER,2005,0.096,10.12
EGY,2005,0.16,3.59
NPL,2005,0.17,9.98
SLE,2005,0.16,10.93
TLS,2005,0.25,4.31
BRN,2005,0.29,1.94
COM,2005,0.31,9.1
KHM,2005,1.07,6.81
EST,2005,16.66,19.05
MDV,2005,1.21,3.83
AUT,2005,12.27,13.28
DNK,2005,11.16,11.1
SVN,2005,11.15,20.64
HRV,2005,11.25,15.03
RUS,2005,11.34,43.56
GBR,2005,11.29,6.94
ESP,2005,11.7,5.97
DEU,2005,11.77,9.81
PRT,2005,12.02,7.91
ROU,2005,10.43,10.2
LUX,2005,12.39,10.87
LTU,2005,12.62,36.88
LCA,2005,12.63,7.41
FRA,2005,13.02,14.82
UGA,2005,13.13,20.84
HUN,2005,13.16,20.48
IRL,2005,13.33,10.98
CZE,2005,13.55,12.61
QAT,2005,1.15,6.27
SVK,2005,10.38,11.56
BLR,2005,12.01,37.25
CHE,2005,10.31,14.06
CAF,2005,1.68,27.24
AUS,2005,10.15,10.07
PNG,2005,1.33,3.19
TUR,2005,1.34,2.96
TUN,2005,1.31,3.69
VNM,2005,1.31,6.94
TON,2005,1.36,4.79
LBN,2005,1.53,2.89
SGP,2005,1.49,9.96
ARE,2005,1.62,6.76
KEN,2005,1.68,12.92
BGR,2005,9.98,9.56
TGO,2005,1.21,18.75
BHS,2005,10.1,3.15
FIN,2005,10.0,16.88
BEL,2005,10.06,16.74
FSM,2005,1.89,27.65
LKA,2005,1.82,28.58
MWI,2005,1.68,14.32
SUR,2004,4.55,26.63
CPV,2004,4.01,18.28
UZB,2004,3.99,9.81
ALB,2004,4.15,4.86
CRI,2004,4.11,8.37
BIH,2004,4.29,8.4
COL,2004,4.31,4.7
PER,2004,4.27,3.06
MKD,2004,4.35,9.43
PHL,2004,4.53,2.2
TTO,2004,5.36,12.58
CMR,2004,4.63,19.37
CUB,2004,4.58,12.02
COD,2004,4.73,14.23
PAN,2004,4.92,6.07
TZA,2004,4.94,10.87
AGO,2004,5.12,17.19
MEX,2004,5.05,4.26
PRY,2004,5.07,4.64
BDI,2004,5.31,18.55
NIC,2004,3.68,6.43
GEO,2004,3.94,6.4
NAM,2004,3.58,23.38
HND,2004,2.92,2.97
VCT,2004,5.47,5.76
BOL,2004,2.42,7.53
CHN,2004,2.39,13.39
FSM,2004,2.36,27.11
TKM,2004,2.59,15.19
LSO,2004,2.67,47.06
ZMB,2004,2.7,22.47
SLV,2004,2.79,7.34
MNG,2004,2.85,23.92
JAM,2004,2.95,1.72
LAO,2004,3.58,7.8
CIV,2004,3.12,21.21
PRK,2004,3.13,9.23
GNB,2004,3.21,16.2
GMB,2004,3.3,11.63
ECU,2004,3.5,9.43
HTI,2004,3.54,11.66
LBR,2004,3.45,8.48
WSM,2004,3.47,15.14
ARM,2004,3.57,3.64
ARG,2004,5.5,8.68
ZAF,2004,7.16,27.91
BFA,2004,5.61,15.82
ITA,2004,8.57,5.14
SWZ,2004,7.58,57.92
BRB,2004,7.7,0.96
CAN,2004,7.84,10.27
THA,2004,7.96,9.89
GNQ,2004,8.18,14.62
SYC,2004,8.24,9.33
GRD,2004,8.25,4.89
USA,2004,8.48,10.79
GRC,2004,8.79,2.48
URY,2004,5.73,13.87
LVA,2004,8.95,22.05
NZL,2004,9.14,12.17
POL,2004,9.11,15.25
KOR,2004,9.29,23.08
NLD,2004,9.52,8.13
CYP,2004,9.64,0.82
FIN,2004,9.72,18.86
BHS,2004,9.79,3.34
GTM,2004,2.29,13.94
VEN,2004,7.45,5.06
GAB,2004,7.52,15.21
MDA,2004,7.4,16.57
MUS,2004,7.3,7.95
DOM,2004,5.78,5.32
GUY,2004,5.82,37.31
BLZ,2004,6.09,8.84
BWA,2004,6.09,40.94
KGZ,2004,6.09,14.21
MLT,2004,6.18,4.85
NGA,2004,6.25,9.25
NOR,2004,6.21,11.74
KAZ,2004,6.39,39.28
STP,2004,6.62,2.16
SWE,2004,6.64,11.94
UKR,2004,6.71,28.37
BRA,2004,6.77,4.73
CHL,2004,6.75,10.01
ISL,2004,6.76,11.48
ATG,2004,6.92,1.95
JPN,2004,7.06,18.42
ISR,2004,2.35,6.12
COG,2004,2.3,18.25
AFG,2004,0.016,7.77
OMN,2004,0.57,6.12
JOR,2004,0.45,2.99
MYS,2004,0.52,5.81
MAR,2004,0.45,10.21
AZE,2004,0.62,4.5
ERI,2004,0.63,20.88
ETH,2004,0.59,15.79
KIR,2004,0.59,31.99
MLI,2004,0.56,8.57
MMR,2004,0.61,4.63
BTN,2004,0.75,6.12
TCD,2004,0.43,15.65
MDG,2004,0.69,10.95
MOZ,2004,0.74,21.12
SLB,2004,0.65,16.46
SYR,2004,0.83,1.8
TJK,2004,0.81,4.55
KHM,2004,0.96,6.6
RWA,2004,0.96,16.2
BEN,2004,1.12,14.85
QAT,2004,1.14,6.63
TLS,2004,0.37,4.38
DZA,2004,0.43,3.97
VUT,2004,1.08,21.94
SDN,2004,0.0,5.29
FJI,2004,2.12,10.04
BGD,2004,0.002,5.56
IRN,2004,0.01,6.45
KWT,2004,0.0,2.74
LBY,2004,0.027,4.67
MRT,2004,0.0,6.01
PAK,2004,0.023,11.21
SAU,2004,0.0,3.91
SOM,2004,0.0,16.83
YEM,2004,0.048,8.12
SEN,2004,0.35,13.44
BRN,2004,0.11,1.78
EGY,2004,0.15,3.66
IDN,2004,0.054,3.47
IRQ,2004,0.074,5.16
NER,2004,0.092,9.83
NPL,2004,0.17,9.83
SLE,2004,0.17,10.96
COM,2004,0.34,9.33
GIN,2004,0.27,10.44
TGO,2004,1.1,18.69
DJI,2004,0.46,12.12
IND,2004,1.19,16.82
LUX,2004,12.49,9.81
ESP,2004,11.43,6.42
GBR,2004,11.41,7.23
BLR,2004,11.5,36.05
HRV,2004,11.77,15.1
DEU,2004,11.82,10.38
LTU,2004,11.94,38.08
AUT,2004,12.23,13.63
PRT,2004,12.15,7.45
LCA,2004,12.45,7.26
RUS,2004,11.2,43.92
FRA,2004,13.16,15.29
HUN,2004,13.15,21.6
UGA,2004,13.21,20.52
IRL,2004,13.31,11.07
CZE,2004,13.65,13.12
EST,2004,14.58,23.15
GHA,2004,2.05,11.91
ZWE,2004,2.01,21.47
VNM,2004,1.16,7.01
DNK,2004,11.35,11.11
BHR,2004,2.14,9.78
ROU,2004,10.99,10.77
LBN,2004,1.62,2.88
SVN,2004,10.92,22.29
PNG,2004,1.34,3.17
TUN,2004,1.27,3.78
TUR,2004,1.42,3.16
TON,2004,1.38,5.01
MWI,2004,1.53,15.04
SGP,2004,1.45,10.34
KEN,2004,1.61,12.22
MDV,2004,1.28,3.83
ARE,2004,1.62,6.78
LKA,2004,1.76,22.08
AUS,2004,10.04,9.21
BEL,2004,10.1,16.67
SVK,2004,10.24,11.86
