SpatialDimValueCode,Period,FactValueNumeric
TGO,2005,1.21
BHS,2005,10.1
FIN,2005,10.0
BEL,2005,10.06
FSM,2005,1.89
LKA,2005,1.82
MWI,2005,1.68
SUR,2004,4.55
CPV,2004,4.01
UZB,2004,3.99
ALB,2004,4.15
CRI,2004,4.11
BIH,2004,4.29
COL,2004,4.31
PER,2004,4.27
MKD,2004,4.35
PHL,2004,4.53
TTO,2004,5.36
CMR,2004,4.63
CUB,2004,4.58
COD,2004,4.73
PAN,2004,4.92
TZA,2004,4.94
AGO,2004,5.12
MEX,2004,5.05
PRY,2004,5.07
BDI,2004,5.31
NIC,2004,3.68
GEO,2004,3.94
NRU,2004,2.33
NAM,2004,3.58
HND,2004,2.92
VCT,2004,5.47
BOL,2004,2.42
CHN,2004,2.39
FSM,2004,2.36
TKM,2004,2.59
LSO,2004,2.67
ZMB,2004,2.7
SLV,2004,2.79
MNG,2004,2.85
JAM,2004,2.95
LAO,2004,3.58
CIV,2004,3.12
PRK,2004,3.13
GNB,2004,3.21
GMB,2004,3.3
ECU,2004,3.5
HTI,2004,3.54
LBR,2004,3.45
WSM,2004,3.47
ARM,2004,3.57
ARG,2004,5.5
ZAF,2004,7.16
BFA,2004,5.61
ITA,2004,8.57
SWZ,2004,7.58
BRB,2004,7.7
CAN,2004,7.84
THA,2004,7.96
GNQ,2004,8.18
SYC,2004,8.24
GRD,2004,8.25
DMA,2004,8.38
USA,2004,8.48
GRC,2004,8.79
URY,2004,5.73
LVA,2004,8.95
NZL,2004,9.14
POL,2004,9.11
KOR,2004,9.29
NLD,2004,9.52
CYP,2004,9.64
FIN,2004,9.72
BHS,2004,9.79
GTM,2004,2.29
VEN,2004,7.45
GAB,2004,7.52
MDA,2004,7.4
MUS,2004,7.3
DOM,2004,5.78
GUY,2004,5.82
BLZ,2004,6.09
BWA,2004,6.09
KGZ,2004,6.09
MLT,2004,6.18
NGA,2004,6.25
NOR,2004,6.21
KAZ,2004,6.39
STP,2004,6.62
SWE,2004,6.64
UKR,2004,6.71
BRA,2004,6.77
CHL,2004,6.75
ISL,2004,6.76
NIU,2004,6.8
ATG,2004,6.92
JPN,2004,7.06
COK,2004,7.23
ISR,2004,2.35
COG,2004,2.3
AFG,2004,0.016
OMN,2004,0.57
JOR,2004,0.45
MYS,2004,0.52
MAR,2004,0.45
AZE,2004,0.62
ERI,2004,0.63
ETH,2004,0.59
KIR,2004,0.59
MLI,2004,0.56
MMR,2004,0.61
BTN,2004,0.75
TCD,2004,0.43
MDG,2004,0.69
MOZ,2004,0.74
SLB,2004,0.65
SYR,2004,0.83
TJK,2004,0.81
KHM,2004,0.96
RWA,2004,0.96
BEN,2004,1.12
QAT,2004,1.14
TLS,2004,0.37
DZA,2004,0.43
VUT,2004,1.08
SDN,2004,0.0
FJI,2004,2.12
BGD,2004,0.002
IRN,2004,0.01
KWT,2004,0.0
LBY,2004,0.027
MRT,2004,0.0
PAK,2004,0.023
SAU,2004,0.0
SOM,2004,0.0
YEM,2004,0.048
SEN,2004,0.35
BRN,2004,0.11
EGY,2004,0.15
IDN,2004,0.054
IRQ,2004,0.074
NER,2004,0.092
NPL,2004,0.17
SLE,2004,0.17
COM,2004,0.34
GIN,2004,0.27
TGO,2004,1.1
DJI,2004,0.46
IND,2004,1.19
LUX,2004,12.49
ESP,2004,11.43
GBR,2004,11.41
BLR,2004,11.5
HRV,2004,11.77
DEU,2004,11.82
LTU,2004,11.94
AUT,2004,12.23
PRT,2004,12.15
AND,2004,12.29
LCA,2004,12.45
RUS,2004,11.2
FRA,2004,13.16
HUN,2004,13.15
UGA,2004,13.21
IRL,2004,13.31
CZE,2004,13.65
EST,2004,14.58
GHA,2004,2.05
ZWE,2004,2.01
VNM,2004,1.16
DNK,2004,11.35
BHR,2004,2.14
ROU,2004,10.99
LBN,2004,1.62
SVN,2004,10.92
PNG,2004,1.34
TUN,2004,1.27
TUR,2004,1.42
TON,2004,1.38
MWI,2004,1.53
SGP,2004,1.45
TUV,2004,1.46
KEN,2004,1.61
MDV,2004,1.28
ARE,2004,1.62
LKA,2004,1.76
AUS,2004,10.04
BEL,2004,10.1
KNA,2004,10.08
SVK,2004,10.24
BGR,2004,10.33
CHE,2004,10.51
CAF,2004,1.67
COL,2003,4.32
CUB,2003,4.46
CMR,2003,4.52
MKD,2003,4.28
CPV,2003,3.98
PER,2003,4.17
CRI,2003,4.13
BIH,2003,4.09
SUR,2003,4.52
BLZ,2003,5.63
PAN,2003,4.93
AGO,2003,4.62
PHL,2003,4.56
TZA,2003,4.68
PRY,2003,4.83
MEX,2003,5.01
VCT,2003,5.09
TTO,2003,5.14
ARG,2003,5.39
BFA,2003,5.47
ALB,2003,3.76
UZB,2003,3.78
PRK,2003,3.1
NIC,2003,3.62
JAM,2003,2.94
COK,2003,5.64
CHN,2003,2.38
TKM,2003,2.52
LSO,2003,2.67
FSM,2003,2.66
NRU,2003,2.69
SLV,2003,2.85
ZMB,2003,2.78
HND,2003,2.89
GNB,2003,2.97
NAM,2003,3.64
CIV,2003,3.12
ARM,2003,3.15
GMB,2003,3.29
GEO,2003,3.52
LAO,2003,3.47
LBR,2003,3.46
WSM,2003,3.48
ECU,2003,3.59
HTI,2003,3.59
BDI,2003,5.59
GTM,2003,2.31
URY,2003,5.69
USA,2003,8.4
GNQ,2003,7.68
SWZ,2003,7.65
THA,2003,7.72
CAN,2003,7.76
SYC,2003,8.07
LVA,2003,8.16
GRD,2003,8.25
DMA,2003,8.37
GRC,2003,8.38
POL,2003,8.76
GUY,2003,5.92
NZL,2003,9.06
ITA,2003,9.18
KNA,2003,9.34
FIN,2003,9.48
KOR,2003,9.46
NLD,2003,9.59
CYP,2003,9.73
BHS,2003,9.81
AUS,2003,9.88
GAB,2003,7.53
BRB,2003,7.4
MUS,2003,7.26
ZAF,2003,7.17
COD,2003,6.0
DOM,2003,6.05
KGZ,2003,5.98
MLT,2003,6.04
NOR,2003,6.05
BWA,2003,6.11
KAZ,2003,6.13
CHL,2003,6.25
NGA,2003,6.22
ATG,2003,6.46
NIU,2003,6.51
MDA,2003,6.55
ISL,2003,6.59
STP,2003,6.72
BRA,2003,6.84
SWE,2003,6.76
UKR,2003,6.82
JPN,2003,6.99
VEN,2003,7.11
ISR,2003,2.34
AFG,2003,0.013
COG,2003,2.34
MLI,2003,0.57
JOR,2003,0.46
MYS,2003,0.53
MAR,2003,0.45
OMN,2003,0.53
AZE,2003,0.56
BTN,2003,0.59
ERI,2003,0.61
ETH,2003,0.55
KIR,2003,0.63
MMR,2003,0.59
SEN,2003,0.36
SLB,2003,0.63
MDG,2003,0.74
MOZ,2003,0.73
KHM,2003,0.83
RWA,2003,0.95
SYR,2003,0.87
TJK,2003,0.85
TGO,2003,1.0
VNM,2003,1.03
TLS,2003,0.39
TCD,2003,0.41
IND,2003,1.14
SOM,2003,0.0
BOL,2003,2.25
BGD,2003,0.002
IRN,2003,0.007
IRQ,2003,0.039
KWT,2003,0.0
LBY,2003,0.027
MRT,2003,0.0
PAK,2003,0.018
SAU,2003,0.0
SDN,2003,0.0
DZA,2003,0.38
BRN,2003,0.11
EGY,2003,0.14
IDN,2003,0.052
NER,2003,0.094
YEM,2003,0.06
NPL,2003,0.17
SLE,2003,0.18
COM,2003,0.27
GIN,2003,0.27
BEN,2003,1.13
DJI,2003,0.46
QAT,2003,1.07
LUX,2003,12.75
LTU,2003,11.46
BLR,2003,11.68
LCA,2003,11.78
DEU,2003,12.0
AND,2003,12.22
AUT,2003,12.17
ROU,2003,12.16
PRT,2003,12.33
HRV,2003,12.67
EST,2003,13.11
DNK,2003,11.37
HUN,2003,13.26
UGA,2003,13.38
FRA,2003,13.5
IRL,2003,13.61
CZE,2003,13.69
FJI,2003,2.05
GHA,2003,2.09
ZWE,2003,2.13
VUT,2003,1.15
GBR,2003,11.4
BHR,2003,2.22
RUS,2003,10.98
CAF,2003,1.68
ESP,2003,10.93
TON,2003,1.26
MDV,2003,1.44
PNG,2003,1.36
TUV,2003,1.42
MWI,2003,1.53
TUR,2003,1.53
KEN,2003,1.6
ARE,2003,1.61
TUN,2003,1.24
LBN,2003,1.67
LKA,2003,1.65
MNG,2003,1.93
BEL,2003,10.2
SVK,2003,10.23
SVN,2003,10.48
BGR,2003,10.64
CHE,2003,10.74
SGP,2003,1.68
COK,2002,4.08
CRI,2002,4.16
PER,2002,4.05
MKD,2002,4.07
ECU,2002,3.74
BIH,2002,4.0
CPV,2002,3.84
ALB,2002,3.75
CUB,2002,4.34
MEX,2002,5.01
PHL,2002,4.57
CMR,2002,4.44
COL,2002,4.37
SUR,2002,4.38
AGO,2002,4.47
TTO,2002,4.81
PAN,2002,4.88
PRY,2002,4.94
VCT,2002,4.93
TZA,2002,4.88
NAM,2002,3.65
UZB,2002,3.63
FSM,2002,2.93
HTI,2002,3.61
ZMB,2002,2.85
BLZ,2002,5.21
GTM,2002,2.35
ISR,2002,2.37
TKM,2002,2.45
CHN,2002,2.48
LSO,2002,2.71
SLV,2002,2.84
HND,2002,2.81
NRU,2002,2.77
ARM,2002,2.89
WSM,2002,3.47
PRK,2002,2.9
GNB,2002,2.98
JAM,2002,3.0
CIV,2002,3.12
GMB,2002,3.21
LAO,2002,3.33
GEO,2002,3.36
LBR,2002,3.5
NIC,2002,3.53
BHR,2002,2.34
AUS,2002,9.78
BFA,2002,5.46
DMA,2002,8.3
ZAF,2002,7.24
MUS,2002,7.3
VEN,2002,7.28
LVA,2002,7.46
THA,2002,7.54
CAN,2002,7.72
SYC,2002,7.97
GAB,2002,8.15
GRD,2002,8.15
GRC,2002,8.28
GUY,2002,5.64
POL,2002,8.27
USA,2002,8.33
SWZ,2002,8.52
NZL,2002,8.9
CYP,2002,8.97
KNA,2002,9.06
FIN,2002,9.17
ITA,2002,9.41
NLD,2002,9.67
GNQ,2002,7.24
BRB,2002,7.24
UKR,2002,7.09
JPN,2002,7.03
ARG,2002,5.72
COD,2002,5.75
KGZ,2002,5.71
BDI,2002,5.83
MLT,2002,5.85
NOR,2002,5.81
MDA,2002,5.75
KAZ,2002,5.9
URY,2002,6.05
BWA,2002,6.15
CHL,2002,6.17
NGA,2002,6.18
STP,2002,6.28
DOM,2002,6.39
ISL,2002,6.46
ATG,2002,6.6
SWE,2002,6.75
NIU,2002,6.95
BRA,2002,6.98
COG,2002,2.34
IND,2002,1.08
ZWE,2002,2.17
ETH,2002,0.56
SLB,2002,0.45
TLS,2002,0.42
AZE,2002,0.52
DJI,2002,0.45
JOR,2002,0.46
MYS,2002,0.52
MMR,2002,0.46
OMN,2002,0.48
ERI,2002,0.63
MLI,2002,0.58
MAR,2002,0.45
BTN,2002,0.73
KHM,2002,0.74
KIR,2002,0.73
MOZ,2002,0.74
MDG,2002,0.87
SYR,2002,0.9
TJK,2002,0.88
VNM,2002,0.9
QAT,2002,0.97
MNG,2002,2.09
TCD,2002,0.4
TGO,2002,1.0
SDN,2002,0.0
AFG,2002,0.006
BGD,2002,0.002
IRN,2002,0.004
KWT,2002,0.0
LBY,2002,0.007
MRT,2002,0.0
PAK,2002,0.017
SAU,2002,0.0
SOM,2002,0.0
EGY,2002,0.14
DZA,2002,0.31
IDN,2002,0.054
IRQ,2002,0.072
NPL,2002,0.14
NER,2002,0.096
YEM,2002,0.067
BRN,2002,0.24
COM,2002,0.19
GIN,2002,0.21
SLE,2002,0.17
RWA,2002,0.99
SEN,2002,0.37
BEN,2002,1.14
LUX,2002,13.03
ESP,2002,11.17
EST,2002,11.3
GBR,2002,11.31
DNK,2002,11.46
LCA,2002,11.65
DEU,2002,12.21
AUT,2002,12.27
ROU,2002,12.26
AND,2002,12.5
HRV,2002,13.09
SVN,2002,11.0
HUN,2002,13.23
UGA,2002,13.72
CZE,2002,13.76
FRA,2002,13.84
IRL,2002,13.92
FJI,2002,1.97
BOL,2002,2.12
GHA,2002,2.12
VUT,2002,1.1
BLR,2002,11.23
PRT,2002,12.45
CHE,2002,10.93
KEN,2002,1.68
BGR,2002,10.9
TON,2002,1.26
TUV,2002,1.38
MDV,2002,1.47
PNG,2002,1.49
MWI,2002,1.55
TUR,2002,1.57
ARE,2002,1.61
CAF,2002,1.7
TUN,2002,1.23
LBN,2002,1.75
KOR,2002,10.22
LKA,2002,1.73
RUS,2002,10.66
SVK,2002,10.46
LTU,2002,10.83
BEL,2002,10.18
BHS,2002,10.0
SGP,2002,1.89
CRI,2001,4.24
NAM,2001,3.71
ECU,2001,3.84
NRU,2001,3.8
MKD,2001,3.81
BIH,2001,3.86
CPV,2001,3.74
LAO,2001,3.92
AGO,2001,4.24
CMR,2001,4.2
PHL,2001,4.61
CUB,2001,4.21
PER,2001,4.17
SUR,2001,4.32
COL,2001,4.51
TTO,2001,4.59
BLZ,2001,4.77
PAN,2001,4.94
VCT,2001,4.86
KGZ,2001,4.99
HTI,2001,3.64
LBR,2001,3.57
GTM,2001,2.41
ALB,2001,3.62
UZB,2001,3.47
ISR,2001,2.42
BHR,2001,2.52
COK,2001,2.54
FSM,2001,2.62
TKM,2001,2.56
CHN,2001,2.67
HND,2001,2.68
LSO,2001,2.75
SLV,2001,2.76
ARM,2001,2.87
ZMB,2001,2.95
CIV,2001,3.0
PRK,2001,3.0
GMB,2001,3.1
JAM,2001,3.18
GNB,2001,3.26
WSM,2001,3.41
GEO,2001,3.55
NIC,2001,3.47
MDA,2001,5.02
NLD,2001,9.89
MEX,2001,5.07
USA,2001,8.26
JPN,2001,7.37
MUS,2001,7.38
ZAF,2001,7.41
CAN,2001,7.66
SYC,2001,7.65
VEN,2001,7.75
GRD,2001,7.98
POL,2001,8.05
GRC,2001,8.22
SWZ,2001,8.5
BRB,2001,7.24
DMA,2001,8.58
CYP,2001,8.7
GAB,2001,8.93
NZL,2001,8.87
FIN,2001,9.02
KNA,2001,8.96
ITA,2001,9.57
AUS,2001,9.85
COG,2001,2.26
THA,2001,7.2
UKR,2001,7.13
GUY,2001,5.19
BDI,2001,6.21
PRY,2001,5.32
COD,2001,5.61
MLT,2001,5.66
NOR,2001,5.68
STP,2001,5.75
TZA,2001,5.73
KAZ,2001,5.76
BWA,2001,6.03
CHL,2001,6.13
NGA,2001,6.21
LVA,2001,7.09
ARG,2001,6.27
ISL,2001,6.33
DOM,2001,6.49
SWE,2001,6.53
URY,2001,6.64
ATG,2001,6.72
GNQ,2001,6.84
NIU,2001,6.79
BRA,2001,7.13
ZWE,2001,2.26
BFA,2001,5.12
MNG,2001,2.25
MLI,2001,0.58
DJI,2001,0.44
MAR,2001,0.44
OMN,2001,0.44
TLS,2001,0.43
AZE,2001,0.51
JOR,2001,0.46
MYS,2001,0.52
SLB,2001,0.52
ETH,2001,0.59
KHM,2001,0.66
BEN,2001,1.11
ERI,2001,0.7
KIR,2001,0.76
MOZ,2001,0.76
QAT,2001,0.81
VNM,2001,0.83
SYR,2001,0.93
TJK,2001,0.89
IND,2001,1.0
MDG,2001,1.02
MMR,2001,0.33
TCD,2001,0.34
BRN,2001,0.34
DZA,2001,0.28
AFG,2001,0.002
BGD,2001,0.003
IRN,2001,0.003
KWT,2001,0.0
LBY,2001,0.007
MRT,2001,0.0
PAK,2001,0.018
SAU,2001,0.0
SOM,2001,0.0
SDN,2001,0.0
COM,2001,0.11
EGY,2001,0.14
IDN,2001,0.058
IRQ,2001,0.13
NPL,2001,0.11
NER,2001,0.095
YEM,2001,0.079
GIN,2001,0.2
SLE,2001,0.16
RWA,2001,0.99
SEN,2001,0.35
BTN,2001,1.08
AND,2001,12.68
GBR,2001,11.16
ROU,2001,11.41
SVN,2001,11.42
ESP,2001,11.36
DNK,2001,11.51
BLR,2001,11.81
AUT,2001,12.53
DEU,2001,12.54
PRT,2001,12.63
HUN,2001,12.9
CHE,2001,11.08
HRV,2001,13.19
LUX,2001,13.27
CZE,2001,13.77
FRA,2001,14.0
UGA,2001,14.03
IRL,2001,14.2
FJI,2001,2.0
BOL,2001,2.13
TGO,2001,1.06
LCA,2001,11.24
GHA,2001,2.13
SVK,2001,10.87
CAF,2001,1.73
VUT,2001,1.09
TON,2001,1.2
TUN,2001,1.24
TUV,2001,1.31
MDV,2001,1.55
MWI,2001,1.59
PNG,2001,1.55
TUR,2001,1.61
ARE,2001,1.6
SGP,2001,2.09
KEN,2001,1.68
LBN,2001,1.82
BEL,2001,10.2
RUS,2001,10.28
BHS,2001,10.42
EST,2001,10.43
LTU,2001,10.36
KOR,2001,10.45
BGR,2001,10.68
LKA,2001,1.66
MKD,2000,3.81
AGO,2000,4.24
LAO,2000,3.92
BIH,2000,3.86
CPV,2000,3.74
NRU,2000,3.8
ECU,2000,3.84
NAM,2000,3.71
CRI,2000,4.24
CMR,2000,4.2
COL,2000,4.51
CUB,2000,4.21
PER,2000,4.17
SUR,2000,4.32
HTI,2000,3.64
PHL,2000,4.61
TTO,2000,4.59
BLZ,2000,4.77
PAN,2000,4.94
VCT,2000,4.86
KGZ,2000,4.99
LBR,2000,3.57
WSM,2000,3.41
ALB,2000,3.62
UZB,2000,3.47
GTM,2000,2.41
ISR,2000,2.42
BHR,2000,2.52
COK,2000,2.54
FSM,2000,2.62
TKM,2000,2.56
CHN,2000,2.67
HND,2000,2.68
LSO,2000,2.75
SLV,2000,2.76
ARM,2000,2.87
MDA,2000,5.02
CIV,2000,3.0
PRK,2000,3.0
GMB,2000,3.1
JAM,2000,3.18
GNB,2000,3.26
GEO,2000,3.55
NIC,2000,3.47
ZMB,2000,2.95
AUS,2000,9.85
BFA,2000,5.12
GRC,2000,8.22
THA,2000,7.2
JPN,2000,7.37
MUS,2000,7.38
ZAF,2000,7.41
CAN,2000,7.66
SYC,2000,7.65
VEN,2000,7.75
GRD,2000,7.98
POL,2000,8.05
USA,2000,8.26
UKR,2000,7.13
SWZ,2000,8.5
DMA,2000,8.58
CYP,2000,8.7
GAB,2000,8.93
NZL,2000,8.87
FIN,2000,9.02
KNA,2000,8.96
ITA,2000,9.57
COG,2000,2.26
BRB,2000,7.24
LVA,2000,7.09
MEX,2000,5.07
CHL,2000,6.13
GUY,2000,5.19
PRY,2000,5.32
COD,2000,5.61
MLT,2000,5.66
NOR,2000,5.68
STP,2000,5.75
TZA,2000,5.73
KAZ,2000,5.76
BWA,2000,6.03
BDI,2000,6.21
BRA,2000,7.13
NGA,2000,6.21
ARG,2000,6.27
ISL,2000,6.33
DOM,2000,6.49
SWE,2000,6.53
URY,2000,6.64
ATG,2000,6.72
GNQ,2000,6.84
NIU,2000,6.79
ZWE,2000,2.26
TGO,2000,1.06
MNG,2000,2.25
ETH,2000,0.59
SEN,2000,0.35
DJI,2000,0.44
MAR,2000,0.44
OMN,2000,0.44
TLS,2000,0.43
AZE,2000,0.51
JOR,2000,0.46
MYS,2000,0.52
SLB,2000,0.52
MLI,2000,0.58
RWA,2000,0.99
KHM,2000,0.66
ERI,2000,0.7
KIR,2000,0.76
MOZ,2000,0.76
QAT,2000,0.81
VNM,2000,0.83
SYR,2000,0.93
TJK,2000,0.89
IND,2000,1.0
MMR,2000,0.33
TCD,2000,0.34
BRN,2000,0.34
DZA,2000,0.28
AFG,2000,0.002
BGD,2000,0.003
IRN,2000,0.003
KWT,2000,0.0
LBY,2000,0.007
MRT,2000,0.0
PAK,2000,0.018
SAU,2000,0.0
SOM,2000,0.0
SDN,2000,0.0
COM,2000,0.11
EGY,2000,0.14
IDN,2000,0.058
IRQ,2000,0.13
NPL,2000,0.11
NER,2000,0.095
YEM,2000,0.079
GIN,2000,0.2
SLE,2000,0.16
MDG,2000,1.02
BEN,2000,1.11
SGP,2000,2.09
AND,2000,12.68
GBR,2000,11.16
ROU,2000,11.41
SVN,2000,11.42
ESP,2000,11.36
DNK,2000,11.51
BLR,2000,11.81
AUT,2000,12.53
DEU,2000,12.54
PRT,2000,12.63
HUN,2000,12.9
BTN,2000,1.08
HRV,2000,13.19
LUX,2000,13.27
CZE,2000,13.77
FRA,2000,14.0
UGA,2000,14.03
IRL,2000,14.2
FJI,2000,2.0
BOL,2000,2.13
GHA,2000,2.13
LCA,2000,11.24
CHE,2000,11.08
SVK,2000,10.87
BGR,2000,10.68
VUT,2000,1.09
TON,2000,1.2
TUN,2000,1.24
TUV,2000,1.31
MDV,2000,1.55
MWI,2000,1.59
PNG,2000,1.55
TUR,2000,1.61
ARE,2000,1.6
CAF,2000,1.73
KEN,2000,1.68
LKA,2000,1.66
LBN,2000,1.82
BEL,2000,10.2
RUS,2000,10.28
BHS,2000,10.42
EST,2000,10.43
LTU,2000,10.36
KOR,2000,10.45
NLD,2000,9.89
